Total Trades,Profitable Trades,Loss-Making Trades,Win Rate,Average Profit per trade,Average Loss per trade,Risk Reward ratio,Expectancy,Average ROR per trade,Sharpe Ratio,Max Drawdown,Max Drawdown Percentage,CAGR,Calmar Ratio
249,153,96,0.6144578313253012,76.09542483660131,105.54375,0.720984661210174,6.065863453815254,0.05320794704729021,0.05320794704729028,-552.0500000000001,-36.54992055084746,0.0008394626758629897,0.0022967564996349238
